outer_fold,inner_fold,row,patient,role
3,0,686,mitdb/124,train
3,0,687,mitdb/124,train
3,0,688,mitdb/124,train
3,0,689,mitdb/124,train
3,0,700,mitdb/201-202,train
3,0,701,mitdb/201-202,train
3,0,702,mitdb/201-202,train
3,0,703,mitdb/201-202,train
3,0,704,mitdb/201-202,train
3,0,705,mitdb/201-202,train
3,0,706,mitdb/201-202,train
3,0,707,mitdb/201-202,train
3,0,708,mitdb/201-202,train
3,0,709,mitdb/201-202,train
3,0,710,mitdb/201-202,train
3,0,711,mitdb/201-202,train
3,0,712,mitdb/201-202,train
3,0,713,mitdb/201-202,train
3,0,714,mitdb/201-202,train
3,0,715,mitdb/201-202,train
3,0,716,mitdb/201-202,train
3,0,717,mitdb/201-202,train
3,0,718,mitdb/201-202,train
3,0,719,mitdb/201-202,train
3,0,730,mitdb/205,train
3,0,731,mitdb/205,train
3,0,732,mitdb/205,train
3,0,733,mitdb/205,train
3,0,734,mitdb/205,train
3,0,735,mitdb/205,train
3,0,736,mitdb/205,train
3,0,737,mitdb/205,train
3,0,738,mitdb/205,train
3,0,739,mitdb/205,train
3,0,750,mitdb/208,train
3,0,751,mitdb/208,train
3,0,752,mitdb/208,train
3,0,753,mitdb/208,train
3,0,754,mitdb/208,train
3,0,755,mitdb/208,train
3,0,756,mitdb/208,train
3,0,757,mitdb/208,train
3,0,758,mitdb/208,train
3,0,759,mitdb/208,train
3,0,780,mitdb/210,train
3,0,781,mitdb/210,train
3,0,782,mitdb/210,train
3,0,783,mitdb/210,train
3,0,784,mitdb/210,train
3,0,785,mitdb/210,train
3,0,786,mitdb/210,train
3,0,787,mitdb/210,train
3,0,788,mitdb/210,train
3,0,789,mitdb/210,train
3,0,820,mitdb/215,train
3,0,821,mitdb/215,train
3,0,822,mitdb/215,train
3,0,823,mitdb/215,train
3,0,824,mitdb/215,train
3,0,825,mitdb/215,train
3,0,826,mitdb/215,train
3,0,827,mitdb/215,train
3,0,828,mitdb/215,train
3,0,829,mitdb/215,train
3,0,840,mitdb/219,train
3,0,841,mitdb/219,train
3,0,842,mitdb/219,train
3,0,843,mitdb/219,train
3,0,844,mitdb/219,train
3,0,845,mitdb/219,train
3,0,846,mitdb/219,train
3,0,847,mitdb/219,train
3,0,848,mitdb/219,train
3,0,849,mitdb/219,train
3,0,880,mitdb/108,train
3,0,881,mitdb/108,train
3,0,882,mitdb/108,train
3,0,883,mitdb/108,train
3,0,884,mitdb/108,train
3,0,885,mitdb/108,train
3,0,886,mitdb/108,train
3,0,887,mitdb/108,train
3,0,888,mitdb/108,train
3,0,889,mitdb/108,train
3,0,890,mitdb/223,train
3,0,891,mitdb/223,train
3,0,892,mitdb/223,train
3,0,893,mitdb/223,train
3,0,894,mitdb/223,train
3,0,895,mitdb/223,train
3,0,896,mitdb/223,train
3,0,897,mitdb/223,train
3,0,898,mitdb/223,train
3,0,899,mitdb/223,train
3,0,920,mitdb/231,train
3,0,921,mitdb/231,train
3,0,922,mitdb/231,train
3,0,923,mitdb/231,train
3,0,924,mitdb/231,train
3,0,925,mitdb/231,train
3,0,926,mitdb/231,train
3,0,927,mitdb/231,train
3,0,928,mitdb/231,train
3,0,929,mitdb/231,train
3,0,930,mitdb/232,train
3,0,931,mitdb/232,train
3,0,932,mitdb/232,train
3,0,933,mitdb/232,train
3,0,934,mitdb/232,train
3,0,935,mitdb/232,train
3,0,936,mitdb/232,train
3,0,937,mitdb/232,train
3,0,938,mitdb/232,train
3,0,939,mitdb/232,train
3,0,960,chfdb/chf01,train
3,0,961,chfdb/chf01,train
3,0,962,chfdb/chf01,train
3,0,963,chfdb/chf01,train
3,0,964,chfdb/chf01,train
3,0,965,chfdb/chf01,train
3,0,966,chfdb/chf01,train
3,0,967,chfdb/chf01,train
3,0,968,chfdb/chf01,train
3,0,969,chfdb/chf01,train
3,0,970,chfdb/chf10,train
3,0,971,chfdb/chf10,train
3,0,972,chfdb/chf10,train
3,0,973,chfdb/chf10,train
3,0,974,chfdb/chf10,train
3,0,975,chfdb/chf10,train
3,0,976,chfdb/chf10,train
3,0,977,chfdb/chf10,train
3,0,978,chfdb/chf10,train
3,0,979,chfdb/chf10,train
3,0,1000,chfdb/chf13,train
3,0,1001,chfdb/chf13,train
3,0,1002,chfdb/chf13,train
3,0,1003,chfdb/chf13,train
3,0,1004,chfdb/chf13,train
3,0,1005,chfdb/chf13,train
3,0,1006,chfdb/chf13,train
3,0,1007,chfdb/chf13,train
3,0,1008,chfdb/chf13,train
3,0,1009,chfdb/chf13,train
3,0,1010,chfdb/chf14,train
3,0,1011,chfdb/chf14,train
3,0,1012,chfdb/chf14,train
3,0,1013,chfdb/chf14,train
3,0,1014,chfdb/chf14,train
3,0,1015,chfdb/chf14,train
3,0,1016,chfdb/chf14,train
3,0,1017,chfdb/chf14,train
3,0,1018,chfdb/chf14,train
3,0,1019,chfdb/chf14,train
3,0,1030,chfdb/chf01,train
3,0,1031,chfdb/chf01,train
3,0,1032,chfdb/chf01,train
3,0,1033,chfdb/chf01,train
3,0,1034,chfdb/chf01,train
3,0,1035,chfdb/chf01,train
3,0,1036,chfdb/chf01,train
3,0,1037,chfdb/chf01,train
3,0,1038,chfdb/chf01,train
3,0,1039,chfdb/chf01,train
3,0,1060,chfdb/chf04,train
3,0,1061,chfdb/chf04,train
3,0,1062,chfdb/chf04,train
3,0,1063,chfdb/chf04,train
3,0,1064,chfdb/chf04,train
3,0,1065,chfdb/chf04,train
3,0,1066,chfdb/chf04,train
3,0,1067,chfdb/chf04,train
3,0,1068,chfdb/chf04,train
3,0,1069,chfdb/chf04,train
3,0,1080,chfdb/chf05,train
3,0,1081,chfdb/chf05,train
3,0,1082,chfdb/chf05,train
3,0,1083,chfdb/chf05,train
3,0,1084,chfdb/chf05,train
3,0,1085,chfdb/chf05,train
3,0,1086,chfdb/chf05,train
3,0,1087,chfdb/chf05,train
3,0,1088,chfdb/chf05,train
3,0,1089,chfdb/chf05,train
3,0,1110,chfdb/chf08,train
3,0,1111,chfdb/chf08,train
3,0,1112,chfdb/chf08,train
3,0,1113,chfdb/chf08,train
3,0,1114,chfdb/chf08,train
3,0,1115,chfdb/chf08,train
3,0,1116,chfdb/chf08,train
3,0,1117,chfdb/chf08,train
3,0,1118,chfdb/chf08,train
3,0,1119,chfdb/chf08,train
3,0,1120,chfdb/chf09,train
3,0,1121,chfdb/chf09,train
3,0,1122,chfdb/chf09,train
3,0,1123,chfdb/chf09,train
3,0,1124,chfdb/chf09,train
3,0,1125,chfdb/chf09,train
3,0,1126,chfdb/chf09,train
3,0,1127,chfdb/chf09,train
3,0,1128,chfdb/chf09,train
3,0,1129,chfdb/chf09,train
3,0,1130,chfdb/chf10,train
3,0,1131,chfdb/chf10,train
3,0,1132,chfdb/chf10,train
3,0,1133,chfdb/chf10,train
3,0,1134,chfdb/chf10,train
3,0,1135,chfdb/chf10,train
3,0,1136,chfdb/chf10,train
3,0,1137,chfdb/chf10,train
3,0,1138,chfdb/chf10,train
3,0,1139,chfdb/chf10,train
3,0,1160,chfdb/chf13,train
3,0,1161,chfdb/chf13,train
3,0,1162,chfdb/chf13,train
3,0,1163,chfdb/chf13,train
3,0,1164,chfdb/chf13,train
3,0,1165,chfdb/chf13,train
3,0,1166,chfdb/chf13,train
3,0,1167,chfdb/chf13,train
3,0,1168,chfdb/chf13,train
3,0,1169,chfdb/chf13,train
3,0,1170,chfdb/chf14,train
3,0,1171,chfdb/chf14,train
3,0,1172,chfdb/chf14,train
3,0,1173,chfdb/chf14,train
3,0,1174,chfdb/chf14,train
3,0,1175,chfdb/chf14,train
3,0,1176,chfdb/chf14,train
3,0,1177,chfdb/chf14,train
3,0,1178,chfdb/chf14,train
3,0,1179,chfdb/chf14,train
3,0,1200,chfdb/chf04,train
3,0,1201,chfdb/chf04,train
3,0,1202,chfdb/chf04,train
3,0,1203,chfdb/chf04,train
3,0,1204,chfdb/chf04,train
3,0,1205,chfdb/chf04,train
3,0,1206,chfdb/chf04,train
3,0,1207,chfdb/chf04,train
3,0,1208,chfdb/chf04,train
3,0,1209,chfdb/chf04,train
3,0,1210,chfdb/chf05,train
3,0,1211,chfdb/chf05,train
3,0,1212,chfdb/chf05,train
3,0,1213,chfdb/chf05,train
3,0,1214,chfdb/chf05,train
3,0,1215,chfdb/chf05,train
3,0,1216,chfdb/chf05,train
3,0,1217,chfdb/chf05,train
3,0,1218,chfdb/chf05,train
3,0,1219,chfdb/chf05,train
3,0,1240,chfdb/chf08,train
3,0,1241,chfdb/chf08,train
3,0,1242,chfdb/chf08,train
3,0,1243,chfdb/chf08,train
3,0,1244,chfdb/chf08,train
3,0,1245,chfdb/chf08,train
3,0,1246,chfdb/chf08,train
3,0,1247,chfdb/chf08,train
3,0,1248,chfdb/chf08,train
3,0,1249,chfdb/chf08,train
3,0,1250,chfdb/chf09,train
3,0,1251,chfdb/chf09,train
3,0,1252,chfdb/chf09,train
3,0,1253,chfdb/chf09,train
3,0,1254,chfdb/chf09,train
3,0,1255,chfdb/chf09,train
3,0,1256,chfdb/chf09,train
3,0,1257,chfdb/chf09,train
3,0,1258,chfdb/chf09,train
3,0,1259,chfdb/chf09,train
3,0,1260,nsrdb/16265,train
3,0,1261,nsrdb/16265,train
3,0,1262,nsrdb/16265,train
3,0,1263,nsrdb/16265,train
3,0,1264,nsrdb/16265,train
3,0,1265,nsrdb/16265,train
3,0,1266,nsrdb/16265,train
3,0,1267,nsrdb/16265,train
3,0,1268,nsrdb/16265,train
3,0,1269,nsrdb/16265,train
3,0,1270,nsrdb/17052,train
3,0,1271,nsrdb/17052,train
3,0,1272,nsrdb/17052,train
3,0,1273,nsrdb/17052,train
3,0,1274,nsrdb/17052,train
3,0,1275,nsrdb/17052,train
3,0,1276,nsrdb/17052,train
3,0,1277,nsrdb/17052,train
3,0,1278,nsrdb/17052,train
3,0,1279,nsrdb/17052,train
3,0,1280,nsrdb/17453,train
3,0,1281,nsrdb/17453,train
3,0,1282,nsrdb/17453,train
3,0,1283,nsrdb/17453,train
3,0,1284,nsrdb/17453,train
3,0,1285,nsrdb/17453,train
3,0,1286,nsrdb/17453,train
3,0,1287,nsrdb/17453,train
3,0,1288,nsrdb/17453,train
3,0,1289,nsrdb/17453,train
3,0,1300,nsrdb/18184,train
3,0,1301,nsrdb/18184,train
3,0,1302,nsrdb/18184,train
3,0,1303,nsrdb/18184,train
3,0,1304,nsrdb/18184,train
3,0,1305,nsrdb/18184,train
3,0,1306,nsrdb/18184,train
3,0,1307,nsrdb/18184,train
3,0,1308,nsrdb/18184,train
3,0,1309,nsrdb/18184,train
3,0,1310,nsrdb/19088,train
3,0,1311,nsrdb/19088,train
3,0,1312,nsrdb/19088,train
3,0,1313,nsrdb/19088,train
3,0,1314,nsrdb/19088,train
3,0,1315,nsrdb/19088,train
3,0,1316,nsrdb/19088,train
3,0,1317,nsrdb/19088,train
3,0,1318,nsrdb/19088,train
3,0,1319,nsrdb/19088,train
3,0,1320,nsrdb/19090,train
3,0,1321,nsrdb/19090,train
3,0,1322,nsrdb/19090,train
3,0,1323,nsrdb/19090,train
3,0,1324,nsrdb/19090,train
3,0,1325,nsrdb/19090,train
3,0,1326,nsrdb/19090,train
3,0,1327,nsrdb/19090,train
3,0,1328,nsrdb/19090,train
3,0,1329,nsrdb/19090,train
3,0,1360,nsrdb/16265,train
3,0,1361,nsrdb/16265,train
3,0,1362,nsrdb/16265,train
3,0,1363,nsrdb/16265,train
3,0,1364,nsrdb/16265,train
3,0,1365,nsrdb/16265,train
3,0,1366,nsrdb/16265,train
3,0,1367,nsrdb/16265,train
3,0,1368,nsrdb/16265,train
3,0,1369,nsrdb/16265,train
3,0,1400,nsrdb/16420,train
3,0,1401,nsrdb/16420,train
3,0,1402,nsrdb/16420,train
3,0,1403,nsrdb/16420,train
3,0,1404,nsrdb/16420,train
3,0,1405,nsrdb/16420,train
3,0,1406,nsrdb/16420,train
3,0,1407,nsrdb/16420,train
3,0,1408,nsrdb/16420,train
3,0,1409,nsrdb/16420,train
3,0,1420,nsrdb/16539,train
3,0,1421,nsrdb/16539,train
3,0,1422,nsrdb/16539,train
3,0,1423,nsrdb/16539,train
3,0,1424,nsrdb/16539,train
3,0,1425,nsrdb/16539,train
3,0,1426,nsrdb/16539,train
3,0,1427,nsrdb/16539,train
3,0,1428,nsrdb/16539,train
3,0,1429,nsrdb/16539,train
3,0,1440,nsrdb/16786,train
3,0,1441,nsrdb/16786,train
3,0,1442,nsrdb/16786,train
3,0,1443,nsrdb/16786,train
3,0,1444,nsrdb/16786,train
3,0,1445,nsrdb/16786,train
3,0,1446,nsrdb/16786,train
3,0,1447,nsrdb/16786,train
3,0,1448,nsrdb/16786,train
3,0,1449,nsrdb/16786,train
3,0,1460,nsrdb/17052,train
3,0,1461,nsrdb/17052,train
3,0,1462,nsrdb/17052,train
3,0,1463,nsrdb/17052,train
3,0,1464,nsrdb/17052,train
3,0,1465,nsrdb/17052,train
3,0,1466,nsrdb/17052,train
3,0,1467,nsrdb/17052,train
3,0,1468,nsrdb/17052,train
3,0,1469,nsrdb/17052,train
3,0,1470,nsrdb/17453,train
3,0,1471,nsrdb/17453,train
3,0,1472,nsrdb/17453,train
3,0,1473,nsrdb/17453,train
3,0,1474,nsrdb/17453,train
3,0,1475,nsrdb/17453,train
3,0,1476,nsrdb/17453,train
3,0,1477,nsrdb/17453,train
3,0,1478,nsrdb/17453,train
3,0,1479,nsrdb/17453,train
3,0,1500,nsrdb/18184,train
3,0,1501,nsrdb/18184,train
3,0,1502,nsrdb/18184,train
3,0,1503,nsrdb/18184,train
3,0,1504,nsrdb/18184,train
3,0,1505,nsrdb/18184,train
3,0,1506,nsrdb/18184,train
3,0,1507,nsrdb/18184,train
3,0,1508,nsrdb/18184,train
3,0,1509,nsrdb/18184,train
3,0,1510,nsrdb/19088,train
3,0,1511,nsrdb/19088,train
3,0,1512,nsrdb/19088,train
3,0,1513,nsrdb/19088,train
3,0,1514,nsrdb/19088,train
3,0,1515,nsrdb/19088,train
3,0,1516,nsrdb/19088,train
3,0,1517,nsrdb/19088,train
3,0,1518,nsrdb/19088,train
3,0,1519,nsrdb/19088,train
3,0,1520,nsrdb/19090,train
3,0,1521,nsrdb/19090,train
3,0,1522,nsrdb/19090,train
3,0,1523,nsrdb/19090,train
3,0,1524,nsrdb/19090,train
3,0,1525,nsrdb/19090,train
3,0,1526,nsrdb/19090,train
3,0,1527,nsrdb/19090,train
3,0,1528,nsrdb/19090,train
3,0,1529,nsrdb/19090,train
3,0,1560,nsrdb/16420,train
3,0,1561,nsrdb/16420,train
3,0,1562,nsrdb/16420,train
3,0,1563,nsrdb/16420,train
3,0,1564,nsrdb/16420,train
3,0,1565,nsrdb/16420,train
3,0,1566,nsrdb/16420,train
3,0,1567,nsrdb/16420,train
3,0,1568,nsrdb/16420,train
3,0,1569,nsrdb/16420,train
3,0,1580,nsrdb/16539,train
3,0,1581,nsrdb/16539,train
3,0,1582,nsrdb/16539,train
3,0,1583,nsrdb/16539,train
3,0,1584,nsrdb/16539,train
3,0,1585,nsrdb/16539,train
3,0,1586,nsrdb/16539,train
3,0,1587,nsrdb/16539,train
3,0,1588,nsrdb/16539,train
3,0,1589,nsrdb/16539,train
3,0,1600,nsrdb/16786,train
3,0,1601,nsrdb/16786,train
3,0,1602,nsrdb/16786,train
3,0,1603,nsrdb/16786,train
3,0,1604,nsrdb/16786,train
3,0,1605,nsrdb/16786,train
3,0,1606,nsrdb/16786,train
3,0,1607,nsrdb/16786,train
3,0,1608,nsrdb/16786,train
3,0,1609,nsrdb/16786,train
3,0,0,mitdb/100,validation
3,0,1,mitdb/100,validation
3,0,2,mitdb/100,validation
3,0,3,mitdb/100,validation
3,0,4,mitdb/100,validation
3,0,5,mitdb/100,validation
3,0,6,mitdb/100,validation
3,0,7,mitdb/100,validation
3,0,8,mitdb/100,validation
3,0,9,mitdb/100,validation
3,0,30,mitdb/112,validation
3,0,31,mitdb/112,validation
3,0,32,mitdb/112,validation
3,0,33,mitdb/112,validation
3,0,34,mitdb/112,validation
3,0,35,mitdb/112,validation
3,0,36,mitdb/112,validation
3,0,37,mitdb/112,validation
3,0,38,mitdb/112,validation
3,0,39,mitdb/112,validation
3,0,140,mitdb/123,validation
3,0,141,mitdb/123,validation
3,0,142,mitdb/123,validation
3,0,143,mitdb/123,validation
3,0,144,mitdb/123,validation
3,0,145,mitdb/123,validation
3,0,146,mitdb/123,validation
3,0,147,mitdb/123,validation
3,0,148,mitdb/123,validation
3,0,149,mitdb/123,validation
3,0,190,mitdb/203,validation
3,0,191,mitdb/203,validation
3,0,192,mitdb/203,validation
3,0,193,mitdb/203,validation
3,0,194,mitdb/203,validation
3,0,195,mitdb/203,validation
3,0,196,mitdb/203,validation
3,0,197,mitdb/203,validation
3,0,198,mitdb/203,validation
3,0,199,mitdb/203,validation
3,0,210,mitdb/207,validation
3,0,211,mitdb/207,validation
3,0,212,mitdb/207,validation
3,0,213,mitdb/207,validation
3,0,214,mitdb/207,validation
3,0,215,mitdb/207,validation
3,0,216,mitdb/207,validation
3,0,217,mitdb/207,validation
3,0,218,mitdb/207,validation
3,0,219,mitdb/207,validation
3,0,240,mitdb/209,validation
3,0,241,mitdb/209,validation
3,0,242,mitdb/209,validation
3,0,243,mitdb/209,validation
3,0,244,mitdb/209,validation
3,0,245,mitdb/209,validation
3,0,246,mitdb/209,validation
3,0,247,mitdb/209,validation
3,0,248,mitdb/209,validation
3,0,249,mitdb/209,validation
3,0,270,mitdb/213,validation
3,0,271,mitdb/213,validation
3,0,272,mitdb/213,validation
3,0,273,mitdb/213,validation
3,0,274,mitdb/213,validation
3,0,275,mitdb/213,validation
3,0,276,mitdb/213,validation
3,0,277,mitdb/213,validation
3,0,278,mitdb/213,validation
3,0,279,mitdb/213,validation
3,0,280,mitdb/214,validation
3,0,281,mitdb/214,validation
3,0,282,mitdb/214,validation
3,0,283,mitdb/214,validation
3,0,284,mitdb/214,validation
3,0,285,mitdb/214,validation
3,0,286,mitdb/214,validation
3,0,287,mitdb/214,validation
3,0,288,mitdb/214,validation
3,0,289,mitdb/214,validation
3,0,300,mitdb/217,validation
3,0,301,mitdb/217,validation
3,0,302,mitdb/217,validation
3,0,303,mitdb/217,validation
3,0,304,mitdb/217,validation
3,0,305,mitdb/217,validation
3,0,306,mitdb/217,validation
3,0,307,mitdb/217,validation
3,0,308,mitdb/217,validation
3,0,309,mitdb/217,validation
3,0,340,mitdb/221,validation
3,0,341,mitdb/221,validation
3,0,342,mitdb/221,validation
3,0,343,mitdb/221,validation
3,0,344,mitdb/221,validation
3,0,345,mitdb/221,validation
3,0,346,mitdb/221,validation
3,0,347,mitdb/221,validation
3,0,348,mitdb/221,validation
3,0,349,mitdb/221,validation
3,0,350,mitdb/222,validation
3,0,351,mitdb/222,validation
3,0,352,mitdb/222,validation
3,0,353,mitdb/222,validation
3,0,354,mitdb/222,validation
3,0,355,mitdb/222,validation
3,0,356,mitdb/222,validation
3,0,357,mitdb/222,validation
3,0,358,mitdb/222,validation
3,0,359,mitdb/222,validation
3,0,410,mitdb/233,validation
3,0,411,mitdb/233,validation
3,0,412,mitdb/233,validation
3,0,413,mitdb/233,validation
3,0,414,mitdb/233,validation
3,0,415,mitdb/233,validation
3,0,416,mitdb/233,validation
3,0,417,mitdb/233,validation
3,0,418,mitdb/233,validation
3,0,419,mitdb/233,validation
3,0,430,mitdb/100,validation
3,0,431,mitdb/100,validation
3,0,432,mitdb/100,validation
3,0,433,mitdb/100,validation
3,0,434,mitdb/100,validation
3,0,435,mitdb/100,validation
3,0,436,mitdb/100,validation
3,0,437,mitdb/100,validation
3,0,438,mitdb/100,validation
3,0,439,mitdb/100,validation
3,0,510,mitdb/107,validation
3,0,511,mitdb/107,validation
3,0,512,mitdb/107,validation
3,0,513,mitdb/107,validation
3,0,514,mitdb/107,validation
3,0,515,mitdb/107,validation
3,0,516,mitdb/107,validation
3,0,517,mitdb/107,validation
3,0,518,mitdb/107,validation
3,0,519,mitdb/107,validation
3,0,560,mitdb/112,validation
3,0,561,mitdb/112,validation
3,0,562,mitdb/112,validation
3,0,563,mitdb/112,validation
3,0,564,mitdb/112,validation
3,0,565,mitdb/112,validation
3,0,566,mitdb/112,validation
3,0,567,mitdb/112,validation
3,0,568,mitdb/112,validation
3,0,569,mitdb/112,validation
3,0,670,mitdb/123,validation
3,0,671,mitdb/123,validation
3,0,672,mitdb/123,validation
3,0,673,mitdb/123,validation
3,0,674,mitdb/123,validation
3,0,675,mitdb/123,validation
3,0,676,mitdb/123,validation
3,0,677,mitdb/123,validation
3,0,678,mitdb/123,validation
3,0,679,mitdb/123,validation
3,0,720,mitdb/203,validation
3,0,721,mitdb/203,validation
3,0,722,mitdb/203,validation
3,0,723,mitdb/203,validation
3,0,724,mitdb/203,validation
3,0,725,mitdb/203,validation
3,0,726,mitdb/203,validation
3,0,727,mitdb/203,validation
3,0,728,mitdb/203,validation
3,0,729,mitdb/203,validation
3,0,740,mitdb/207,validation
3,0,741,mitdb/207,validation
3,0,742,mitdb/207,validation
3,0,743,mitdb/207,validation
3,0,744,mitdb/207,validation
3,0,745,mitdb/207,validation
3,0,746,mitdb/207,validation
3,0,747,mitdb/207,validation
3,0,748,mitdb/207,validation
3,0,749,mitdb/207,validation
3,0,760,mitdb/209,validation
3,0,761,mitdb/209,validation
3,0,762,mitdb/209,validation
3,0,763,mitdb/209,validation
3,0,764,mitdb/209,validation
3,0,765,mitdb/209,validation
3,0,766,mitdb/209,validation
3,0,767,mitdb/209,validation
3,0,768,mitdb/209,validation
3,0,769,mitdb/209,validation
3,0,770,mitdb/107,validation
3,0,771,mitdb/107,validation
3,0,772,mitdb/107,validation
3,0,773,mitdb/107,validation
3,0,774,mitdb/107,validation
3,0,775,mitdb/107,validation
3,0,776,mitdb/107,validation
3,0,777,mitdb/107,validation
3,0,778,mitdb/107,validation
3,0,779,mitdb/107,validation
3,0,800,mitdb/213,validation
3,0,801,mitdb/213,validation
3,0,802,mitdb/213,validation
3,0,803,mitdb/213,validation
3,0,804,mitdb/213,validation
3,0,805,mitdb/213,validation
3,0,806,mitdb/213,validation
3,0,807,mitdb/213,validation
3,0,808,mitdb/213,validation
3,0,809,mitdb/213,validation
3,0,810,mitdb/214,validation
3,0,811,mitdb/214,validation
3,0,812,mitdb/214,validation
3,0,813,mitdb/214,validation
3,0,814,mitdb/214,validation
3,0,815,mitdb/214,validation
3,0,816,mitdb/214,validation
3,0,817,mitdb/214,validation
3,0,818,mitdb/214,validation
3,0,819,mitdb/214,validation
3,0,830,mitdb/217,validation
3,0,831,mitdb/217,validation
3,0,832,mitdb/217,validation
3,0,833,mitdb/217,validation
3,0,834,mitdb/217,validation
3,0,835,mitdb/217,validation
3,0,836,mitdb/217,validation
3,0,837,mitdb/217,validation
3,0,838,mitdb/217,validation
3,0,839,mitdb/217,validation
3,0,860,mitdb/221,validation
3,0,861,mitdb/221,validation
3,0,862,mitdb/221,validation
3,0,863,mitdb/221,validation
3,0,864,mitdb/221,validation
3,0,865,mitdb/221,validation
3,0,866,mitdb/221,validation
3,0,867,mitdb/221,validation
3,0,868,mitdb/221,validation
3,0,869,mitdb/221,validation
3,0,870,mitdb/222,validation
3,0,871,mitdb/222,validation
3,0,872,mitdb/222,validation
3,0,873,mitdb/222,validation
3,0,874,mitdb/222,validation
3,0,875,mitdb/222,validation
3,0,876,mitdb/222,validation
3,0,877,mitdb/222,validation
3,0,878,mitdb/222,validation
3,0,879,mitdb/222,validation
3,0,940,mitdb/233,validation
3,0,941,mitdb/233,validation
3,0,942,mitdb/233,validation
3,0,943,mitdb/233,validation
3,0,944,mitdb/233,validation
3,0,945,mitdb/233,validation
3,0,946,mitdb/233,validation
3,0,947,mitdb/233,validation
3,0,948,mitdb/233,validation
3,0,949,mitdb/233,validation
3,0,980,chfdb/chf11,validation
3,0,981,chfdb/chf11,validation
3,0,982,chfdb/chf11,validation
3,0,983,chfdb/chf11,validation
3,0,984,chfdb/chf11,validation
3,0,985,chfdb/chf11,validation
3,0,986,chfdb/chf11,validation
3,0,987,chfdb/chf11,validation
3,0,988,chfdb/chf11,validation
3,0,989,chfdb/chf11,validation
3,0,990,chfdb/chf12,validation
3,0,991,chfdb/chf12,validation
3,0,992,chfdb/chf12,validation
3,0,993,chfdb/chf12,validation
3,0,994,chfdb/chf12,validation
3,0,995,chfdb/chf12,validation
3,0,996,chfdb/chf12,validation
3,0,997,chfdb/chf12,validation
3,0,998,chfdb/chf12,validation
3,0,999,chfdb/chf12,validation
3,0,1040,chfdb/chf02,validation
3,0,1041,chfdb/chf02,validation
3,0,1042,chfdb/chf02,validation
3,0,1043,chfdb/chf02,validation
3,0,1044,chfdb/chf02,validation
3,0,1045,chfdb/chf02,validation
3,0,1046,chfdb/chf02,validation
3,0,1047,chfdb/chf02,validation
3,0,1048,chfdb/chf02,validation
3,0,1049,chfdb/chf02,validation
3,0,1050,chfdb/chf03,validation
3,0,1051,chfdb/chf03,validation
3,0,1052,chfdb/chf03,validation
3,0,1053,chfdb/chf03,validation
3,0,1054,chfdb/chf03,validation
3,0,1055,chfdb/chf03,validation
3,0,1056,chfdb/chf03,validation
3,0,1057,chfdb/chf03,validation
3,0,1058,chfdb/chf03,validation
3,0,1059,chfdb/chf03,validation
3,0,1070,chfdb/chf02,validation
3,0,1071,chfdb/chf02,validation
3,0,1072,chfdb/chf02,validation
3,0,1073,chfdb/chf02,validation
3,0,1074,chfdb/chf02,validation
3,0,1075,chfdb/chf02,validation
3,0,1076,chfdb/chf02,validation
3,0,1077,chfdb/chf02,validation
3,0,1078,chfdb/chf02,validation
3,0,1079,chfdb/chf02,validation
3,0,1140,chfdb/chf11,validation
3,0,1141,chfdb/chf11,validation
3,0,1142,chfdb/chf11,validation
3,0,1143,chfdb/chf11,validation
3,0,1144,chfdb/chf11,validation
3,0,1145,chfdb/chf11,validation
3,0,1146,chfdb/chf11,validation
3,0,1147,chfdb/chf11,validation
3,0,1148,chfdb/chf11,validation
3,0,1149,chfdb/chf11,validation
3,0,1150,chfdb/chf12,validation
3,0,1151,chfdb/chf12,validation
3,0,1152,chfdb/chf12,validation
3,0,1153,chfdb/chf12,validation
3,0,1154,chfdb/chf12,validation
3,0,1155,chfdb/chf12,validation
3,0,1156,chfdb/chf12,validation
3,0,1157,chfdb/chf12,validation
3,0,1158,chfdb/chf12,validation
3,0,1159,chfdb/chf12,validation
3,0,1180,chfdb/chf03,validation
3,0,1181,chfdb/chf03,validation
3,0,1182,chfdb/chf03,validation
3,0,1183,chfdb/chf03,validation
3,0,1184,chfdb/chf03,validation
3,0,1185,chfdb/chf03,validation
3,0,1186,chfdb/chf03,validation
3,0,1187,chfdb/chf03,validation
3,0,1188,chfdb/chf03,validation
3,0,1189,chfdb/chf03,validation
3,0,1290,nsrdb/18177,validation
3,0,1291,nsrdb/18177,validation
3,0,1292,nsrdb/18177,validation
3,0,1293,nsrdb/18177,validation
3,0,1294,nsrdb/18177,validation
3,0,1295,nsrdb/18177,validation
3,0,1296,nsrdb/18177,validation
3,0,1297,nsrdb/18177,validation
3,0,1298,nsrdb/18177,validation
3,0,1299,nsrdb/18177,validation
3,0,1330,nsrdb/19093,validation
3,0,1331,nsrdb/19093,validation
3,0,1332,nsrdb/19093,validation
3,0,1333,nsrdb/19093,validation
3,0,1334,nsrdb/19093,validation
3,0,1335,nsrdb/19093,validation
3,0,1336,nsrdb/19093,validation
3,0,1337,nsrdb/19093,validation
3,0,1338,nsrdb/19093,validation
3,0,1339,nsrdb/19093,validation
3,0,1340,nsrdb/19140,validation
3,0,1341,nsrdb/19140,validation
3,0,1342,nsrdb/19140,validation
3,0,1343,nsrdb/19140,validation
